fen,best_move,best_move_san,best_move_eval,next_best,next_best_eval,moving_piece,is_capture,is_check,capture_range
r4rk1/p3pp1p/1qp3pQ/3pnb1P/6P1/2N2P2/PPP5/2KR1B1R b - -,f7f6,f6,0,g8h8,333,pawn,False,False,
r1b1k2r/ppppnppp/6q1/8/2B1P3/2Q2N2/P4PPP/R4RK1 w kq -,f3e5,Ne5,187,c4b3,0,knight,False,False,
r1b2rk1/1p3ppp/p1p5/3Nq3/5N2/P7/1P4PQ/K1R5 w - -,f4g6,Ng6,-50,c1h1,-327,knight,False,False,
r1b2rk1/1p3ppp/p1p3N1/3Nq3/8/P7/1P4PQ/K1R5 b - -,h7g6,hxg6,-52,c6d5,344,pawn,True,False,
r1b1k2r/ppppnppp/6q1/4N3/2B1P3/2Q5/P4PPP/R4RK1 b kq -,g6f6,Qf6,221,g6b6,430,queen,False,False,
r1b2rk1/1p3pp1/p1p3p1/3Nq3/8/P7/1P4PQ/K1R5 w - -,h2e5,Qxe5,-56,c1h1,-698,queen,True,False,3
rnbq1b1r/pppp1kpp/8/3QP3/4n3/8/PB3PPP/RN2K1NR b KQ -,f7e8,Ke8,-38,f7e7,104,king,False,False,
4r1k1/p5p1/2R1p1p1/1q1pP2p/1pn5/1Q5P/P4PP1/1R4K1 w - -,c6c7,Rc7,0,c6c4,-200,rook,False,False,
rnbqk2r/ppp2ppp/3p4/2b1p3/2B1PPn1/2NP4/PPP3PP/R1BQK1NR w KQkq -,f4f5,f5,0,f4e5,-112,pawn,False,False,
r4n1k/pp2r1R1/2p1PN1p/3p1P2/8/8/PPPK4/7R b - -,h8g7,Kxg7,-295,e7g7,0,king,True,False,
6k1/2pr2p1/7p/Rp1n1N2/2P3P1/1P2P3/4K2P/8 b - -,d5c3,Nc3+,97,d5f6,230,knight,False,True,
r1b1k2r/ppppBppp/2n3q1/8/2B1P3/2Q2N2/P4PPP/R4RK1 b kq -,e8e7,Kxe7,43,c6e7,187,king,True,False,
rnbqk2r/ppp2ppp/3p4/2b1pP1Q/2B1P3/2NP4/PPP2nPP/R1B1K1NR b KQkq -,g7g6,g6,158,d8e7,316,pawn,False,False,
r1bqk1nr/p1p1bppp/2p5/4p2Q/2B5/8/PPP2PPP/RNB1K2R b KQkq -,g7g6,g6,52,c8e6,209,pawn,False,False,
2r1rbk1/1b1q1pp1/p4n1p/1ppPp3/n1P1P3/3BB1NP/P2N1PP1/1QR1R1K1 b - -,b5b4,b4,100,b7a8,208,pawn,False,False,
8/3R4/2k1P1K1/8/8/4r3/8/8 w - -,g6f6,Kf6,605,g6f6,505,king,False,False,
2Rr4/5pbk/1p2p1pp/p2q4/4p1PP/P3B3/1PnNPP1K/3R4 w - -,c8c2,Rxc2,-367,c8c4,-707,rook,True,False,6
r1b1k2r/ppppnBpp/5q2/4N3/4P3/2Q5/P4PPP/R4RK1 b kq -,e8d8,Kd8,201,e8f8,324,king,False,False,
r3kb1r/pp1qp1pp/2npQn2/6N1/4P3/2N5/PP3PPP/R1B1K2R w KQ -,e6f7,Qf7+,456,e6b3,120,queen,False,True,
r1bq1rk1/pp2ppbp/2Np1np1/8/4P3/2N1BP2/PPPQ2PP/R3KB1R b KQ -,b7c6,bxc6,-2,f6e4,396,pawn,True,False,
r1bqk2r/p1pp1ppp/2p2n2/8/4P3/P1b5/1PP2PPP/R1BQKB1R w KQkq -,b2c3,bxc3,-21,c1d2,-454,pawn,True,False,
rnbqkb1r/pppp2pp/8/3QP3/4n3/8/PB3PPP/RN2K1NR w KQ -,d5e4,Qxe4,-32,g1e2,-263,queen,True,False,1
r1bqkbnr/2p2ppp/p2p4/1p2p3/3NP3/1B6/PPP2PPP/RNBQK2R b KQkq -,e5d4,exd4,0,c8b7,277,pawn,True,False,
r3k2r/ppp2p2/2n5/3p2Pp/3P1B2/1QP1P3/P7/2KR1B1q b kq -,e8h8,O-O,29,e8a8,216,king,False,False,
r1bqk2r/ppp2ppp/2n2P2/2bp4/2B5/2p2N2/PP3PPP/RNBQ1RK1 b kq -,d5c4,dxc4,11,c3b2,374,pawn,True,False,
r1k2b1r/pp1qpQpp/2npNn2/8/4P3/2N5/PP3PPP/R1B1K2R w KQ -,e6f8,Nxf8,455,f2f4,107,knight,True,False,
4k1r1/p3bp1p/4pp2/2p5/2r5/3R2P1/PPPN1P1P/2K5 w - -,d2c4,Nxc4,175,d3a3,-403,knight,True,False,
8/4K1k1/4P3/r7/8/8/8/3R4 b - -,a5a7,Ra7+,0,a5a3,3571,rook,False,True,
rn1qk1nr/pp2ppbp/6p1/3pP3/3P2b1/5N1P/PP3PP1/RNBQKB1R b KQkq -,g4f3,Bxf3,37,d8a5,161,bishop,True,False,1
rnbqk2r/ppp1ppbp/5np1/4P3/8/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,d8d1,Qxd1+,-54,f6d7,63,queen,True,True,7
4r2k/1bp2p2/1bN2npB/1p6/8/6qP/BPQ2PP1/R4RK1 b - -,e8e2,Re2,0,e8e7,456,rook,False,False,
r1bk3r/pppp1p1p/3n1n2/3P4/8/2P2N2/P4PPP/R1B1R1K1 w - -,c1g5,Bg5,597,c3c4,-197,bishop,False,False,
r1bqk2r/pppp1ppp/2n5/3Pp3/1b6/6P1/PP1PPPBP/R1BQK1NR b KQkq -,c6e7,Ne7,33,c6b8,137,knight,False,False,
6K1/7r/2k1P3/8/8/8/8/3R4 b - -,h7e7,Re7,0,h7h2,6841,rook,False,False,
5rk1/P1Q3pp/1n6/5pq1/2pPB3/2P1P2b/5PPP/1R4K1 w - -,c7c5,Qc5,1021,c7e5,783,queen,False,False,
r1bqkbnr/2p2ppp/p1np4/1p2p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -,a4b3,Bb3,37,d2d4,-308,bishop,False,False,
6k1/2pr2p1/7p/R2n1N2/2p3P1/1P2P3/4K2P/8 w - -,a5d5,Rxd5,512,b3c4,146,rook,True,False,3
7r/1p1P4/p1b2k2/4RB2/5P1p/8/PP6/3K4 w - -,d1e2,Ke2,307,d1d2,78,king,False,False,
r1bq1rk1/1p2bppp/p1n1p3/2BpP3/5P2/2NB1N2/PPPQ2PP/R3K2R b KQ -,e7c5,Bxc5,70,c6e5,368,bishop,True,False,2
r1bqkbnr/pppp1p2/2n4p/6N1/4PppP/2N5/PPPP2P1/R1BQKB1R w KQkq -,g5f7,Nxf7,-90,g5h7,-323,knight,True,False,
r1bq1rk1/1p3ppB/p1n1p3/2bpP3/5P2/2N2N2/PPPQ2PP/R3K2R b KQ -,g8h7,Kxh7,80,g8h8,196,king,True,False,
r1bq1r2/1p3ppk/p1n1p3/2bpP1N1/5P2/2N5/PPPQ2PP/R3K2R b KQ -,h7g8,Kg8,70,h7g6,186,king,False,False,
r1bq1rk1/1p3pp1/p1n1p3/2bpP1N1/5P2/2N5/PPPQ2PP/R3K2R w KQ -,d2d3,Qd3,58,e1a1,-298,queen,False,False,
1n4k1/5rp1/pR6/1p6/7K/8/PP3P1P/8 b - -,b8d7,Nd7,-379,f7f8,-246,knight,False,False,
r1bqk2r/ppp2pPp/2n5/2b5/2p5/2p2N2/PP3PPP/RNBQ1RK1 b kq -,h8g8,Rg8,-5,h8f8,535,rook,False,False,
2rq1rk1/pp1bppbp/2np1np1/8/2BNP2P/2N1BP2/PPPQ2P1/2KR3R b - -,c6d4,Nxd4,-353,c6e5,0,knight,True,False,
2kr1b1r/pp1nnpp1/1qp1p1b1/4P1Bp/N1BP3P/6N1/PP1Q1PP1/R3K2R b KQ -,b6c7,Qc7,-51,c6c5,442,queen,False,False,
r2qk2r/ppp2ppp/2npbN2/2b1p1B1/2B1P3/3P4/PPP2PPP/R2QK1NR b KQkq -,g7f6,gxf6,-15,e8f8,503,pawn,True,False,
2rq1rk1/pp1bppbp/3p1np1/8/2BBP2P/2N2P2/PPPQ2P1/2KR3R b - -,c8c4,Rxc4,-461,e7e5,-342,rook,True,False,4
r1b1rk2/1pq2pp1/p1n1p3/3pP1NQ/5P2/2N1b3/PPP3PP/2KR3R w - -,c1b1,Kb1,61,d1d2,-292,king,False,False,
r2qkb1r/1bpp1ppp/p1n2n2/1p2p1N1/4P3/1B1P4/PPP2PPP/RNBQK2R b KQkq -,d7d5,d5,9,d8e7,175,pawn,False,False,
kr6/p1p3Rp/2q5/3p4/5Q1P/P7/1PP3P1/1K6 b - -,c6c3,Qc3,-559,c6b6,417,queen,False,False,
r1bqkbnr/ppp2p1p/2np4/1B1P2p1/4Pp2/5N2/PPP3PP/RNBQK2R b KQkq -,a7a6,a6,-76,g8e7,171,pawn,False,False,
5r1k/6p1/3p1pPp/3Bp2N/8/7Q/1r2q2P/6RK w - -,h5f4,Nf4,603,h5g7,18,knight,False,False,
2rq1rk1/pp1bppbp/3p1np1/8/2BQP2P/2N1BP2/PPP3P1/2KR3R b - -,f6g4,Ng4,-389,b7b5,-152,knight,False,False,
r2qkb1r/pppn1ppp/2n3b1/3N2P1/2PP4/5P2/PP2Q2P/R1B1KBNR b KQkq -,f8e7,Be7,19,c6e7,278,bishop,False,False,
r1bqkbnr/pp2pppp/2Np4/8/4P3/8/PPP2PPP/RNBQKB1R b KQkq -,b7c6,bxc6,14,d8c7,441,pawn,True,False,
r5kr/5p1p/p1q2p1B/1pp5/8/1PPP4/1P2RPPP/R5K1 w - -,e2e3,Re3,42,g2g4,-133,rook,False,False,
r1bq1r1k/1pppNp1p/p5p1/4R2Q/n7/8/PPPP1PPP/R1B3K1 w - -,h5h6,Qh6,920,h5h4,617,queen,False,False,
6k1/3r2p1/7p/Rpp5/3N2P1/1PnKP3/7P/8 w - -,d3c3,Kxc3,417,a5a8,271,king,True,False,
r1b1r3/1pq1kpQ1/p1n1p3/3Nb1N1/8/8/PPP3PP/1K1R3R b - -,e6d5,exd5,70,e7d8,1011,pawn,True,False,
rnbqk1nr/ppp2ppp/8/4P3/1BP5/8/PP2KpPP/RN1Q1BNR b kq -,f2g1n,fxg1=N+,-660,d8h4,-105,pawn,True,True,
r1b1kb1r/ppppqppp/2n2n2/4P3/2Bp4/5N2/PPP2PPP/RNBQK2R w KQkq -,e1h1,O-O,276,d1e2,-18,king,False,False,
3qk2r/p2nbppp/8/4Q1B1/4P3/8/PPP2PPP/2KR4 w k -,g5e7,Bxe7,161,e5e7,0,bishop,True,False,2
rnbqk1nr/ppp2ppp/8/4P3/1BP5/8/PP4PP/RN1QKBnR b kq -,d8h4,Qh4+,-553,d8g5,-346,queen,False,True,
rnb1k1nr/ppp2ppp/8/4P3/1BP4q/8/PP4PP/RN1QKBnR w kq -,e1d2,Kd2,-574,g2g3,-795,king,False,False,
r1bq1rk1/pp3ppp/2nbp3/3p1B2/3P4/4PNB1/PP1N1PPP/R2QK2R b KQ -,e6f5,exf5,3,d6g3,212,pawn,True,False,
r1b2rk1/pp3ppp/2nq4/3p1p2/3P4/4PNP1/PP1N1P1P/R2QK2R b KQ -,f5f4,f4,-137,d6b4,-22,pawn,False,False,
r1bqk1r1/bp1p1p1p/p3pn1Q/8/4PBn1/1N1B4/PPP2PPP/RN3RK1 w q -,h6h3,Qh3,-64,h6h4,-173,queen,False,False,
r3kb1r/pp3ppp/2N1pn2/q7/3P4/2N5/PP3PPP/R1Bb1RK1 w - -,c6a5,Nxa5,61,f1d1,-633,knight,True,False,
r2kr3/1pqb1Q2/p1n1N3/3Rb3/8/8/PPP3PP/1K5R b - -,e8e6,Rxe6,77,d8c8,573,rook,True,False,2
r4rk1/2qn1ppp/1pp1pb2/p1Pp4/1P1P1P2/P1Nb1NP1/5PKP/R2QR3 w - -,d1d3,Qxd3,30,c5b6,-78,queen,True,False,2
r1bqk1nr/pppp1ppp/2n5/2b1P3/4P3/5N2/PPPP2PP/RNBQKB1R b KQkq -,c6e5,Nxe5,24,a7a6,126,knight,True,False,
Q4rk1/2Q3pp/1n6/6q1/2pP1p2/2P1PB1b/5PPP/1R4K1 b - -,b6a8,Nxa8,303,f8a8,694,knight,True,False,
rn1qk2r/pp1b1pbp/6p1/1BpPP2n/8/2N5/PP4PP/R1BQK1NR w KQkq -,g1f3,Nf3,146,b5e2,45,knight,False,False,
r1k3Q1/1pqb4/p1n5/3Rb3/8/8/PPP3PP/1K5R b - -,c7d8,Qd8,79,c6d8,339,queen,False,False,
6k1/6pp/8/8/1P6/8/2r3PP/4R2K w - -,e1b1,Rb1,422,h2h3,63,rook,False,False,
r1bqk2r/pppp1ppp/2n2n2/2b1P3/2B5/2p2N2/PP3PPP/RNBQ1RK1 b kq -,d7d5,d5,0,f6g4,168,pawn,False,False,
r1bqk2r/pp3ppp/2nBpn2/3p4/3P4/2PB1N2/PP3PPP/RN1QK2R b KQkq -,d8d6,Qxd6,49,c6d4,392,queen,True,False,2
8/8/2k5/7P/8/5K1B/8/2b4r w - -,h3g2,Bg2,0,h3g4,-364,bishop,False,False,
3r4/6p1/3Pk3/6P1/1P6/1K6/3R4/8 b - -,e6d7,Kd7,543,e6f5,886,king,False,False,
r1bq1rk1/pppp1Bpp/2n2n2/2b1p1N1/4P3/8/PPPP1PPP/RNBQ1RK1 b - -,f8f7,Rxf7,-203,g8h8,-46,rook,True,False,1
8/8/2k5/7r/8/5K2/6B1/2b5 w - -,f3g4,Kg4+,0,f3e4,-277,king,False,True,
r2k4/1p1b4/p1n5/3Rb3/8/8/PPP3PP/1K1R4 b - -,e5d4,Bd4,82,d8c7,259,bishop,False,False,
r1b1k1nr/ppppqppp/2n5/2b1P3/3PP3/5N2/PPP3PP/RNBQKB1R b KQkq -,c6d4,Nxd4,61,c5d4,216,knight,True,False,
6b1/1k1N1n2/8/4p3/8/6K1/8/8 w - -,d7f6,Nf6,0,g3g4,-379,knight,False,False,
6b1/1k6/5N1n/4p3/8/6K1/8/8 w - -,f6d7,Nd7,0,g3h4,-364,knight,False,False,
r2qr1k1/pp2p2p/4bppB/nB1P4/4P3/5P2/P3N1PP/Q4RK1 b - -,e6d7,Bd7,-101,d8b6,0,bishop,False,False,
2k5/1n6/1p2P1K1/pB6/P7/4r3/5p2/5R2 b - -,e3e6,Rxe6+,-189,c8d8,-21,rook,True,True,3
r1bq1rk1/1pppbppp/p7/3NR3/n7/8/PPPP1PPP/R1BQ2K1 w - -,d5e7,Nxe7+,571,e5e7,9,knight,True,True,
r1bq1r1k/1pppNppp/p7/4R3/n7/8/PPPP1PPP/R1BQ2K1 w - -,d1h5,Qh5,667,e5e3,77,queen,False,False,
5r1k/6p1/3p1pPp/3Bp3/5N2/7Q/1r2q2P/6RK b - -,e2h2,Qxh2+,694,e2g4,3662,queen,True,True,3
Q3kbnr/p1pq1ppp/3p2n1/4P3/2bP4/2N5/PPP2PPP/R1B1K2R b KQk -,e8e7,Ke7,335,d7d8,500,king,False,False,
2rq1rk1/pb2bppp/1p2p3/3p4/1nPP4/PPn2N2/1B3PPP/2RQRBK1 w - -,c1c3,Rxc3,80,b2c3,-154,rook,True,False,2
r2qk3/pppb1p2/2n4r/1B1p3p/3P3p/4PPN1/PPQ3P1/R3K2R w KQq -,g3f5,Nf5,12,g3e2,-121,knight,False,False,
r1b1r1k1/ppq2ppp/4pn2/3pn3/3P1P2/2PB4/PP2Q1PP/RN3RK1 w - -,f4e5,fxe5,316,d4e5,72,pawn,True,False,
r1bqkb1r/pppp1pp1/2n5/1B2p2p/4P1P1/5N2/PPPP1PP1/RNBQ1RK1 b kq -,h5g4,hxg4,-253,a7a6,188,pawn,True,False,
r1bqk2r/ppp1bppp/2np1n2/3Pp3/4P3/2P2N2/PPQ2PPP/RNB1KB1R b KQkq -,c6b8,Nb8,48,f6e4,249,knight,False,False,
r1bqkb1r/pppp1ppp/5n2/4n3/4P3/2N5/PPPP1PPP/R1BQKB1R w KQkq -,d2d4,d4,-154,f1e2,-275,pawn,False,False,
r1b1r1k1/ppq2ppp/4pn2/3pP3/3P4/2PB4/PP2Q1PP/RN3RK1 b - -,f6e4,Ne4,324,c7e7,463,knight,False,False,
r1bqkb1r/ppp2ppp/5n2/3pn3/2P5/1P6/PB1PPPPP/RN1QKB1R w KQkq -,b2e5,Bxe5,11,c4d5,-280,bishop,True,False,3
r1b1r1k1/ppqn1ppp/4p3/3pP3/3P4/2PB4/PP2Q1PP/RN3RK1 w - -,d3h7,Bxh7+,624,e2h5,290,bishop,True,True,4
r1bq1rk1/1p2bppB/p1n1p3/2npP3/5P2/2N1BN2/PPPQ2PP/R3K2R b KQ -,g8h7,Kxh7,109,g8h8,262,king,True,False,
8/8/8/2N3k1/b6r/2K5/5P2/8 w - -,f2f4,f4+,-3,c3d2,-642,pawn,False,True,
2r3k1/4bppp/1q6/1p1Pp3/nP1p4/3B1Q1P/5PP1/R4NK1 w - -,f3f5,Qf5,481,a1a4,161,queen,False,False,
r2qkbnr/p1p2ppp/2Qp2n1/4P3/2bP4/2N5/PPP2PPP/R1B1K2R b KQkq -,e8e7,Ke7,66,d8d7,325,king,False,False,
r1bqkbnr/ppp1pppp/8/n2P4/Q1p5/2N5/PP2PPPP/R1B1KBNR b KQkq -,c7c6,c6,97,c8d7,327,pawn,False,False,
r1br2k1/pp3ppp/8/8/3NN3/8/PP3PPP/R4RK1 b - -,d8d4,Rxd4,0,f7f5,115,rook,True,False,4
r1bqkb1r/pp3ppp/2n1p3/2ppP3/3P4/2PBnN2/PP3PPP/RN1QK2R w KQkq -,f2e3,fxe3,-25,d1c1,-492,pawn,True,False,
r1bqk3/bp1p1p1p/p3pnr1/4n3/4P2Q/1N1B4/PPP2PPP/RNB2R1K b q -,f6g4,Nfg4,-80,d7d5,73,knight,False,False,
r3k2r/pp1q1ppp/2n1p3/3pP3/1b1P4/5N2/PP1B1PPP/2RQR1K1 w kq -,c1c6,Rxc6,323,h2h4,24,rook,True,False,5
r1b1k1nr/pppp1Npp/2n5/2b1p3/2B1Pp1q/3P2P1/PPP2P1P/RNBQK2R b KQkq -,h4h3,Qh3,-61,f4g3,71,queen,False,False,
r1bqk3/bp1p1p1Q/p3p1r1/4n3/4P1n1/1N1B4/PPP2PPP/RNB2R1K b q -,d8f6,Qf6,-184,d7d6,-4,queen,False,False,
r1b1k2r/pp1pppbp/1qn3pn/8/2PNP3/4BP2/PP4PP/RN1QKB1R w KQkq -,d4f5,Nf5,34,d4c2,-77,knight,False,False,
rnb1kb1r/ppp2ppp/8/3q4/4p3/1P3N2/P1PP1PPP/R1BQKB1R w KQkq -,f1c4,Bc4,1,f3g1,-114,bishop,False,False,
3k4/3b3R/p3p3/3pP3/1p1K4/PPrB4/2P5/8 b - -,c3c6,Rc6,201,a6a5,507,rook,False,False,
6k1/8/8/5QK1/4rP2/8/8/4r3 w - -,g5f6,Kf6,9605,f5g6,0,king,False,False,
2kr3r/p1pn2Q1/2pq3p/6p1/8/3PB2N/P3bPPP/1R3RK1 w - -,g7b2,Qb2,421,f1e1,-29,queen,False,False,
r3k2r/p1pp1ppp/b1p5/3nP3/2P1q3/PP4P1/5Q1P/RNB1KB1R w KQkq -,e1d1,Kd1,104,e1d2,0,king,False,False,
8/8/8/8/8/1Rn5/6k1/rnK5 w - -,b3b2,Rb2+,0,b3b7,-225,rook,False,True,
rnbqk2r/pppp1ppp/5n2/4P3/1bB5/8/PB1N1PPP/R2QK1NR b KQkq -,d7d5,d5,-175,f6e4,-57,pawn,False,False,
2r2bk1/p4p1p/2p2p1B/8/6R1/6P1/PP3P1P/6K1 b - -,g8h8,Kh8,225,f8g7,577,king,False,False,
r2q1bnr/p1p1kppp/6n1/4p1B1/2QP4/2N5/PPP2PPP/R3K2R b KQ -,f7f6,f6,295,g8f6,533,pawn,False,False,
rnbqk2r/pppp1ppp/8/4P3/1bB1n3/8/PB1N1PPP/R2QK1NR w KQkq -,c4f7,Bxf7+,-53,g1f3,-157,bishop,True,True,3
2b5/5k2/p1n2pp1/1PB1p2p/4PP2/1P2K1P1/7P/3B4 b - -,a6b5,axb5,39,e5f4,188,pawn,True,False,
rn3rk1/pp2qppp/3p1N2/3P4/1b6/6Pb/PP1BPPBP/R2QK2R b KQ -,e7f6,Qxf6,-5,g8h8,193,queen,True,False,1
rnbqk2r/ppp3pp/8/3pPp2/1b1P4/2nB1Q2/PPP3PP/R1B1K1NR w KQkq -,c1d2,Bd2,40,a2a3,-111,bishop,False,False,
r3k2r/p1pp1ppp/b1p5/3nP3/2P1q3/PP4P1/5Q1P/RNBK1B1R b kq -,e4h1,Qxh1,103,f7f6,254,queen,True,False,3
r2qk1nr/1pp2ppp/p1pb4/4p3/3PP1b1/5N1P/PPP2PP1/RNBQ1RK1 b kq -,g4f3,Bxf3,0,g4h5,146,bishop,True,False,1
r2q1bnr/p1p1k1pp/5pn1/4p1B1/2QP4/2N5/PPP2PPP/2KR3R b - -,e5e4,e4,299,e7e8,499,pawn,False,False,
1r3rk1/p3pp1p/1qp3pQ/3pnb1P/6P1/2N2P2/PPP5/2KR1B1R w - -,c3a4,Na4,422,b2b3,0,knight,False,False,
8/8/7k/4RK1P/6P1/8/8/r7 w - -,e5e6,Re6+,3545,f5f4,642,rook,False,True,
rnbqk1nr/ppp2ppp/2p5/2b1P3/4P3/8/PPP2PPP/RNBQKB1R b KQkq -,c5f2,Bxf2+,-742,d8d1,-455,bishop,True,True,3
r1bqkbnr/p3pppp/2p5/np1P4/QPp5/2N5/P3PPPP/R1B1KBNR w KQkq -,a4a5,Qxa5,94,a4a3,-15,queen,True,False,1
rnbqk1nr/ppp2ppp/8/4P3/1bP5/4p3/PP1B1PPP/RN1QKBNR w KQkq -,f2e3,fxe3,-3,d1a4,-196,pawn,True,False,
r3kb1r/ppp1pppp/2n2n2/3q4/3P2b1/5N1P/PPP1BPP1/RNBQK2R b KQkq -,g4f3,Bxf3,46,g4h5,146,bishop,True,False,1
r1bqkbnr/p3pppp/2p5/Qp1P4/1Pp5/2N5/P3PPPP/R1B1KBNR b KQkq -,d8a5,Qxa5,68,c8b7,251,queen,True,False,3
3k4/3P4/1p2r3/pK6/P7/8/5p2/5R2 b - -,e6f6,Rf6,-867,e6e5,-9,rook,False,False,
rnbqk1nr/ppp2ppp/8/4P3/1BP5/4p3/PP3PPP/RN1QKBNR b KQkq -,e3f2,exf2+,-538,d8d1,328,pawn,True,True,
r1bq1rk1/pppn1pp1/3b3p/8/2PPNp2/3BnN2/PP4PP/R1BQ1RK1 w - -,c1e3,Bxe3,22,d1e2,-190,bishop,True,False,2
8/1p3P1k/p2pp1q1/8/8/7p/PP4P1/5RK1 w - -,f7f8n,f8=N+,681,f1f2,0,pawn,False,True,
8/8/2p1p1k1/p1P1P3/P2Ppp2/7P/5K2/8 w - -,h3h4,h4,725,f2e1,0,pawn,False,False,
r3kb1r/ppp1pppp/2n2n2/7q/3P4/5N1b/PPP1BPP1/RNBQ1RK1 w kq -,f3e5,Ne5,311,g2h3,187,knight,False,False,
r1b1kbnr/p3pppp/2p5/qp1P4/1Pp5/2N5/P3PPPP/R1B1KBNR w KQkq -,b4a5,bxa5,75,a1b1,-547,pawn,True,False,
r1bq1rk1/pp2nppB/2nbp3/2pp4/3P4/2P1PNB1/PP3PPP/RN1QK2R b KQ -,g8h7,Kxh7,-243,g8h8,157,king,True,False,
rnbqk1nr/ppp2ppp/8/4P3/1BP5/8/PP2K1PP/RN1Q1BnR w kq -,e2e1,Ke1,-603,h1g1,-952,king,False,False,
rnbqk1nr/ppp2ppp/8/4P3/1BP5/8/PP2K1PP/RN1Q1BR1 b kq -,c8g4,Bg4+,-804,d8h4,-436,bishop,False,True,
r1b1r1k1/ppqn1ppB/4p3/3pP3/3P4/2P5/PP2Q1PP/RN3RK1 b - -,g8f8,Kf8,619,g8h8,1089,king,False,False,
8/3k4/1p3b2/p1pP3p/P1P2B1p/1P3K2/8/8 b - -,f6d8,Bd8,0,f6e7,250,bishop,False,False,
rnb1k1nr/pp1pqppp/2p5/3P4/1BP1p3/6P1/PP2PP1P/RN1QKBNR b KQkq -,e7b4,Qxb4+,7,d7d6,483,queen,True,True,3
r1bq1rk1/pppp1pp1/1nn5/4P1pQ/1b2N3/1B6/PP3PPP/R1B2RK1 b - -,d7d5,d5,155,c6e5,447,pawn,False,False,
rn1q1b1r/pp2pkpp/2pn4/5b2/3P4/2N2Q2/PPP3PP/R1B1K1NR w KQ -,g2g4,g4,-110,g1h3,-296,pawn,False,False,
8/8/2k5/3n4/5p2/4bK1N/4P3/8 w - -,h3f4,Nxf4,0,f3e4,-205,knight,True,False,
1nr3k1/2r1qp1p/pQ3Np1/1p2p3/8/5B2/bPP3PP/2KR1R2 b - -,e7f6,Qxf6,-821,g8g7,-328,queen,True,False,1
2r1r1k1/1p1qRp1p/3p1p2/p2P4/3Q4/5N2/PP3PPP/4R1K1 b - -,d7e7,Qxe7,-136,e8e7,470,queen,True,False,1
r1bqrnk1/ppp1bpp1/3N3p/2P5/3P4/3Q1N2/PPB1p1PP/R4RK1 w - -,d6f7,Nxf7,286,d6e8,-454,knight,True,False,
7k/K5nr/R7/6P1/6n1/8/8/8 w - -,a6h6,Rh6,0,a7b6,-324,rook,False,False,
2r5/4k1p1/4P2p/p1r5/P2p1P2/2nB3P/6R1/4R1K1 b - -,g7g5,g5,0,c8g8,197,pawn,False,False,
r3k3/ppp2pp1/8/2bpP2P/7q/1B1p3Q/PPPP2PK/RNB5 b q -,h4e1,Qe1,0,h4f2,173,queen,False,False,
r1bqrnk1/ppp1bNp1/7p/2P5/3P4/3Q1N2/PPB3PP/R4qK1 w - -,a1f1,Rxf1,228,g1f1,0,rook,True,False,5
r2qrnk1/ppp1bNp1/7p/2P2b2/3P4/3Q1N2/PPB3PP/5RK1 w - -,d3f5,Qxf5,383,f7h6,-241,queen,True,False,2
2r1r1k1/1p1q1ppp/3p1b2/p2P4/3Q4/5N2/PP2RPPP/4R1K1 w - -,d4g4,Qg4,435,e2e8,0,queen,False,False,
rnbqkbnr/pp2pppp/8/2p4Q/2B5/2N5/PPPP1PPP/R1B1K1NR b KQkq -,e7e6,e6,-14,g7g6,116,pawn,False,False,
rnb1k2r/ppppqppp/4pn2/8/1bPP4/P4N2/1P1BPPPP/RN1QKB1R b KQkq -,b4d2,Bxd2+,18,b4d6,299,bishop,True,True,2
r2qk2r/3nbpp1/p2p1n2/1p1bp2p/4P3/1N2BP2/PPPQ2PP/1K1R1B1R w kq -,e4d5,exd5,24,b3a5,-301,pawn,True,False,
r1b3Qr/bp1pkp2/p3pq2/4n3/4PPn1/1N1B3P/PPP3P1/RNB2R1K w - -,g8g5,Qg5,-50,f4e5,-150,queen,False,False,
2r4k/pp4p1/2r1pq1p/3pR3/3P1PP1/1P2QKP1/P3R3/8 b - -,c6c3,Rc3,-593,f6g6,8,rook,False,False,
5r1k/4q2p/3pP1p1/1p6/nP1pQ3/3B3P/5PP1/R5K1 b - -,a4c3,Nc3,266,a4b6,447,knight,False,False,
rnb1kb1r/pp3ppp/1Q2pn2/3p4/2pP1B2/2P1PN2/PP3PPP/RN2KB1R b KQkq -,a7b6,axb6,-25,b8c6,679,pawn,True,False,
6k1/1p3ppp/1PbNp3/3rP1q1/2Q5/8/5PPP/1R4K1 w - -,c4c6,Qxc6,342,c4f1,-257,queen,True,False,2
r2qk2r/4bpp1/pB1p1n2/1p1Pp2p/8/1N3P2/PPPQ2PP/1K1R1B1R b kq -,d8b6,Qxb6,29,d8b8,439,queen,True,False,2
rnb2rk1/pp3pp1/5q1p/2Pp4/8/2Q1PN2/PP3PPP/R3KB1R b KQ -,f6c3,Qxc3+,12,f6e7,161,queen,True,True,3
r3rbk1/pp3ppp/2B5/2p5/1nN2P2/2P3P1/P4B1P/R4RK1 b - -,b4c6,Nxc6,-143,b7c6,242,knight,True,False,
r1b1rbk1/p1q2pp1/2p4p/3n4/Q7/4B1P1/PP2PPBP/2R2RK1 w - -,g2d5,Bxd5,317,c1c6,-116,bishop,True,False,3
